Phase,PhaseIdent,X(m),Y(m),MaterialId,ElementId,Ux(m),Uy(m),Utot(m),PUx(m),PUy(m),PUt(m),U1(m),U2(m),M2D(kNm/m),Q2D(kN/m),Nx2D(kN/m),Nz2D(kN/m),Tskin(kN/m),Tlat(kN/m)
Phase_2,Install Piled Wall [Phase_2],0.000000,7.300000,5,23,0.000039,-0.000695,0.000696,0.000039,-0.000695,0.000696,0.000695,0.000039,1.392793,-0.204198,-140.077877,0.000000,32.620198,-0.385393
Phase_2,Install Piled Wall [Phase_2],0.000000,7.300000,5,24,0.000039,-0.000695,0.000696,0.000039,-0.000695,0.000696,0.000695,0.000039,1.392793,-0.204117,-140.075399,0.000000,32.620198,-0.385393
Phase_2,Install Piled Wall [Phase_2],0.000000,7.192857,5,24,0.000038,-0.000695,0.000696,0.000038,-0.000695,0.000696,0.000695,0.000038,1.368730,-0.245007,-139.127465,0.000000,33.222409,-0.376586
Phase_2,Install Piled Wall [Phase_2],0.000000,7.085714,5,24,0.000038,-0.000694,0.000695,0.000038,-0.000694,0.000695,0.000694,0.000038,1.340329,-0.284817,-138.110960,0.000000,33.848229,-0.366645
Phase_2,Install Piled Wall [Phase_2],0.000000,6.978571,5,24,0.000038,-0.000693,0.000694,0.000038,-0.000693,0.000694,0.000693,0.000038,1.307725,-0.323487,-137.026016,0.000000,34.500084,-0.355310
Phase_2,Install Piled Wall [Phase_2],0.000000,6.871429,5,24,0.000037,-0.000692,0.000693,0.000037,-0.000692,0.000693,0.000692,0.000037,1.271055,-0.360958,-135.872763,0.000000,35.178141,-0.342609
Phase_2,Install Piled Wall [Phase_2],0.000000,6.871429,5,25,0.000037,-0.000692,0.000693,0.000037,-0.000692,0.000693,0.000692,0.000037,1.271055,-0.360835,-135.869686,0.000000,35.178141,-0.342609
Phase_2,Install Piled Wall [Phase_2],0.000000,6.764286,5,25,0.000037,-0.000691,0.000692,0.000037,-0.000691,0.000692,0.000691,0.000037,1.230457,-0.396897,-134.642645,0.000000,35.884549,-0.328434
Phase_2,Install Piled Wall [Phase_2],0.000000,6.657143,5,25,0.000037,-0.000691,0.000692,0.000037,-0.000691,0.000692,0.000691,0.000037,1.186066,-0.431220,-133.334908,0.000000,36.620030,-0.312450
Phase_2,Install Piled Wall [Phase_2],0.000000,6.550000,5,25,0.000037,-0.000690,0.000691,0.000037,-0.000690,0.000691,0.000690,0.000037,1.138095,-0.463739,-131.946683,0.000000,37.387150,-0.294767
Phase_2,Install Piled Wall [Phase_2],0.000000,6.442857,5,25,0.000036,-0.000689,0.000690,0.000036,-0.000689,0.000690,0.000689,0.000036,1.086761,-0.494392,-130.478179,0.000000,38.186187,-0.275012
Phase_2,Install Piled Wall [Phase_2],0.000000,6.442857,5,26,0.000036,-0.000689,0.000690,0.000036,-0.000689,0.000690,0.000689,0.000036,1.086761,-0.494204,-130.474441,0.000000,38.186187,-0.275012
Phase_2,Install Piled Wall [Phase_2],0.000000,6.335714,5,26,0.000036,-0.000689,0.000689,0.000036,-0.000689,0.000689,0.000689,0.000036,1.032276,-0.522665,-128.918894,0.000000,39.019294,-0.253009
Phase_2,Install Piled Wall [Phase_2],0.000000,6.228571,5,26,0.000036,-0.000688,0.000689,0.000036,-0.000688,0.000689,0.000688,0.000036,0.974856,-0.548438,-127.268061,0.000000,39.887176,-0.228515
Phase_2,Install Piled Wall [Phase_2],0.000000,6.121429,5,26,0.000035,-0.000687,0.000688,0.000035,-0.000687,0.000688,0.000687,0.000035,0.914825,-0.571442,-125.522271,0.000000,40.792002,-0.201324
Phase_2,Install Piled Wall [Phase_2],0.000000,6.014286,5,26,0.000035,-0.000686,0.000687,0.000035,-0.000686,0.000687,0.000686,0.000035,0.852507,-0.591597,-123.681856,0.000000,41.733321,-0.170992
Phase_2,Install Piled Wall [Phase_2],0.000000,6.014286,5,27,0.000035,-0.000686,0.000687,0.000035,-0.000686,0.000687,0.000686,0.000035,0.852507,-0.591305,-123.677664,0.000000,41.733321,-0.170992
Phase_2,Install Piled Wall [Phase_2],0.000000,5.907143,5,27,0.000034,-0.000686,0.000687,0.000034,-0.000686,0.000687,0.000686,0.000034,0.788233,-0.608097,-121.734532,0.000000,42.712358,-0.137481
Phase_2,Install Piled Wall [Phase_2],0.000000,5.800000,5,27,0.000034,-0.000685,0.000686,0.000034,-0.000685,0.000686,0.000685,0.000034,0.722346,-0.620802,-119.680004,0.000000,43.728094,-0.100530
Phase_2,Install Piled Wall [Phase_2],0.000000,5.692857,5,27,0.000034,-0.000684,0.000685,0.000034,-0.000684,0.000685,0.000684,0.000034,0.655323,-0.629307,-117.514718,0.000000,44.780051,-0.059071
Phase_2,Install Piled Wall [Phase_2],0.000000,5.585714,5,27,0.000033,-0.000684,0.000685,0.000033,-0.000684,0.000685,0.000684,0.000033,0.587649,-0.633499,-115.239314,0.000000,45.862869,-0.013210
Phase_2,Install Piled Wall [Phase_2],0.000000,5.585714,5,28,0.000033,-0.000684,0.000685,0.000033,-0.000684,0.000685,0.000684,0.000033,0.587649,-0.633040,-115.236219,0.000000,45.862869,-0.013210
Phase_2,Install Piled Wall [Phase_2],0.000000,5.478571,5,28,0.000033,-0.000683,0.000684,0.000033,-0.000683,0.000684,0.000683,0.000033,0.519830,-0.632190,-112.842034,0.000000,46.972135,0.037124
Phase_2,Install Piled Wall [Phase_2],0.000000,5.371429,5,28,0.000032,-0.000683,0.000683,0.000032,-0.000683,0.000683,0.000683,0.000032,0.452401,-0.625135,-110.325512,0.000000,48.097879,0.093454
Phase_2,Install Piled Wall [Phase_2],0.000000,5.264286,5,28,0.000032,-0.000682,0.000683,0.000032,-0.000682,0.000683,0.000682,0.000032,0.386068,-0.611753,-107.688533,0.000000,49.220917,0.155223
Phase_2,Install Piled Wall [Phase_2],0.000000,5.157143,5,28,0.000032,-0.000681,0.000682,0.000032,-0.000681,0.000682,0.000681,0.000032,0.321541,-0.591925,-104.932977,0.000000,50.311180,0.214816
Phase_2,Install Piled Wall [Phase_2],0.000000,5.157143,5,29,0.000032,-0.000681,0.000682,0.000032,-0.000681,0.000682,0.000681,0.000032,0.321541,-0.591636,-104.939240,0.000000,50.311180,0.214816
Phase_2,Install Piled Wall [Phase_2],0.000000,5.050000,5,29,0.000031,-0.000681,0.000681,0.000031,-0.000681,0.000681,0.000681,0.000031,0.259527,-0.564747,-102.060573,0.000000,51.356152,0.296809
Phase_2,Install Piled Wall [Phase_2],0.000000,4.942857,5,29,0.000031,-0.000680,0.000681,0.000031,-0.000680,0.000681,0.000680,0.000031,0.200863,-0.528300,-99.087539,0.000000,52.270716,0.377621
Phase_2,Install Piled Wall [Phase_2],0.000000,4.835714,5,29,0.000030,-0.000680,0.000680,0.000030,-0.000680,0.000680,0.000680,0.000030,0.146658,-0.481647,-96.026729,0.000000,52.994810,0.487353
Phase_2,Install Piled Wall [Phase_2],0.000000,4.728571,5,29,0.000030,-0.000679,0.000680,0.000030,-0.000679,0.000680,0.000679,0.000030,0.098043,-0.424138,-92.884735,0.000000,53.477083,0.676000
Phase_2,Install Piled Wall [Phase_2],0.000000,4.728571,5,30,0.000030,-0.000679,0.000680,0.000030,-0.000679,0.000680,0.000679,0.000030,0.098043,-0.426708,-93.088107,0.000000,53.477083,0.676000
Phase_2,Install Piled Wall [Phase_2],0.000000,4.621429,5,30,0.000030,-0.000679,0.000679,0.000030,-0.000679,0.000679,0.000679,0.000030,0.057276,-0.333129,-89.603276,0.000000,53.659883,0.903920
Phase_2,Install Piled Wall [Phase_2],0.000000,4.514286,5,30,0.000029,-0.000678,0.000679,0.000029,-0.000678,0.000679,0.000678,0.000029,0.026911,-0.232723,-86.671464,0.000000,50.782023,0.976783
Phase_2,Install Piled Wall [Phase_2],0.000000,4.407143,5,30,0.000029,-0.000678,0.000678,0.000029,-0.000678,0.000678,0.000678,0.000029,0.007607,-0.126382,-84.486233,0.000000,39.722202,1.014731
Phase_2,Install Piled Wall [Phase_2],0.000000,4.300000,5,30,0.000028,-0.000677,0.000678,0.000028,-0.000677,0.000678,0.000677,0.000028,0.000000,-0.014996,-83.241143,0.000000,15.953662,1.513629
Phase_4,Excavate to +17.2 [Phase_4],0.000000,18.200000,5,1,0.000289,-0.000614,0.000679,0.000271,0.000142,0.000306,0.000614,0.000289,0.000000,-0.030103,-0.306279,0.000000,0.000000,0.000000
Phase_4,Excavate to +17.2 [Phase_4],0.000000,18.075000,5,1,0.000285,-0.000614,0.000677,0.000266,0.000142,0.000302,0.000614,0.000285,-0.029512,-0.455653,-3.525220,0.000000,-1.951012,-3.685029
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.950000,5,1,0.000280,-0.000614,0.000675,0.000261,0.000142,0.000297,0.000614,0.000280,-0.117013,-0.953847,-6.803899,0.000000,-2.314526,-4.333485
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.825000,5,1,0.000276,-0.000614,0.000673,0.000256,0.000142,0.000293,0.000614,0.000276,-0.270754,-1.517483,-10.149148,0.000000,-3.014295,-4.732220
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.700000,5,1,0.000272,-0.000614,0.000671,0.000251,0.000142,0.000288,0.000614,0.000272,-0.498735,-2.139360,-13.567800,0.000000,-3.395297,-5.579430
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.700000,5,2,0.000272,-0.000614,0.000671,0.000251,0.000142,0.000288,0.000614,0.000272,-0.498735,-2.137687,-13.503814,0.000000,-3.453731,-5.579430
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.575000,5,2,0.000267,-0.000614,0.000669,0.000245,0.000142,0.000284,0.000614,0.000267,-0.812886,-2.912670,-17.092395,0.000000,-4.344331,-6.346732
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.450000,5,2,0.000263,-0.000613,0.000668,0.000240,0.000142,0.000279,0.000613,0.000263,-1.230069,-3.750727,-20.623118,0.000000,-4.387341,-7.563756
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.325000,5,2,0.000259,-0.000613,0.000666,0.000235,0.000142,0.000275,0.000613,0.000259,-1.750483,-4.581550,-24.043084,0.000000,-2.578706,-6.230990
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.200000,5,2,0.000255,-0.000613,0.000664,0.000230,0.000142,0.000270,0.000613,0.000255,-2.371687,-5.334834,-27.299398,0.000000,3.073798,1.026098
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.200000,5,3,0.000255,-0.000613,0.000664,0.000230,0.000142,0.000270,0.000613,0.000255,-2.371687,-5.194035,-27.133037,0.000000,3.748564,1.026098
Phase_4,Excavate to +17.2 [Phase_4],0.000000,17.075000,5,3,0.000250,-0.000613,0.000662,0.000225,0.000142,0.000266,0.000613,0.000250,-2.987990,-4.658933,-29.652582,0.000000,3.865461,4.343648
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.950000,5,3,0.000246,-0.000613,0.000660,0.000220,0.000142,0.000262,0.000613,0.000246,-3.535024,-4.096340,-32.177175,0.000000,3.895730,4.882227
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.825000,5,3,0.000242,-0.000613,0.000659,0.000215,0.000142,0.000257,0.000613,0.000242,-4.012486,-3.537939,-34.710514,0.000000,3.725506,4.276583
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.700000,5,3,0.000238,-0.000612,0.000657,0.000210,0.000142,0.000253,0.000612,0.000238,-4.421254,-3.015410,-37.256298,0.000000,3.127238,3.870006
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.700000,5,4,0.000238,-0.000612,0.000657,0.000210,0.000142,0.000253,0.000612,0.000238,-4.421254,-2.998448,-37.260802,0.000000,7.391515,9.128944
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.575000,5,4,0.000234,-0.000612,0.000655,0.000205,0.000142,0.000249,0.000612,0.000234,-4.732724,-2.012909,-39.407869,0.000000,6.758509,7.267851
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.450000,5,4,0.000230,-0.000612,0.000653,0.000200,0.000142,0.000245,0.000612,0.000230,-4.931000,-1.183821,-41.585614,0.000000,6.477864,5.954646
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.325000,5,4,0.000226,-0.000612,0.000652,0.000195,0.000142,0.000241,0.000612,0.000226,-5.035053,-0.506151,-43.787871,0.000000,6.366275,4.844884
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.200000,5,4,0.000222,-0.000611,0.000650,0.000191,0.000142,0.000238,0.000611,0.000222,-5.063631,0.025131,-46.008473,0.000000,6.320743,3.837987
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.200000,5,5,0.000222,-0.000611,0.000650,0.000191,0.000142,0.000238,0.000611,0.000222,-5.063631,0.036121,-46.003943,0.000000,6.316620,3.835732
Phase_4,Excavate to +17.2 [Phase_4],0.000000,16.075000,5,5,0.000218,-0.000611,0.000649,0.000186,0.000142,0.000234,0.000611,0.000218,-5.032008,0.453360,-48.222094,0.000000,6.302670,2.948816
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.950000,5,5,0.000214,-0.000611,0.000647,0.000182,0.000142,0.000230,0.000611,0.000214,-4.954383,0.772407,-50.441040,0.000000,6.306152,2.139208
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.825000,5,5,0.000211,-0.000610,0.000646,0.000177,0.000142,0.000227,0.000610,0.000211,-4.842868,0.995254,-52.658959,0.000000,6.319109,1.409450
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.700000,5,5,0.000207,-0.000610,0.000644,0.000173,0.000142,0.000224,0.000610,0.000207,-4.709490,1.123893,-54.874027,0.000000,6.333350,0.741785
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.700000,5,6,0.000207,-0.000610,0.000644,0.000173,0.000142,0.000224,0.000610,0.000207,-4.709490,1.130361,-54.875636,0.000000,6.333074,0.741635
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.575000,5,6,0.000203,-0.000610,0.000643,0.000169,0.000142,0.000220,0.000610,0.000203,-4.564379,1.180610,-57.087911,0.000000,6.340619,0.139560
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.450000,5,6,0.000200,-0.000609,0.000641,0.000165,0.000142,0.000217,0.000609,0.000200,-4.417112,1.164587,-59.302908,0.000000,6.337805,-0.408281
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.325000,5,6,0.000196,-0.000609,0.000640,0.000161,0.000141,0.000214,0.000609,0.000196,-4.275851,1.084062,-61.519693,0.000000,6.312019,-0.892577
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.200000,5,6,0.000193,-0.000608,0.000638,0.000157,0.000141,0.000211,0.000608,0.000193,-4.148694,0.940806,-63.737330,0.000000,6.250477,-1.305870
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.200000,5,7,0.000193,-0.000608,0.000638,0.000157,0.000141,0.000211,0.000608,0.000193,-4.148694,0.947172,-63.740015,0.000000,6.250248,-1.305897
Phase_4,Excavate to +17.2 [Phase_4],0.000000,15.075000,5,7,0.000190,-0.000608,0.000637,0.000153,0.000141,0.000208,0.000608,0.000190,-4.041724,0.759086,-65.969882,0.000000,6.162978,-1.630902
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.950000,5,7,0.000186,-0.000608,0.000635,0.000149,0.000141,0.000205,0.000608,0.000186,-3.960279,0.538949,-68.211969,0.000000,6.076851,-1.900815
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.825000,5,7,0.000183,-0.000607,0.000634,0.000145,0.000141,0.000203,0.000607,0.000183,-3.908223,0.288364,-70.464593,0.000000,5.994392,-2.118111
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.700000,5,7,0.000180,-0.000607,0.000633,0.000142,0.000141,0.000200,0.000607,0.000180,-3.889368,0.008937,-72.726066,0.000000,5.915752,-2.293169
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.700000,5,8,0.000180,-0.000607,0.000633,0.000142,0.000141,0.000200,0.000607,0.000180,-3.889368,0.013146,-72.726778,0.000000,5.915573,-2.293146
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.575000,5,8,0.000177,-0.000606,0.000631,0.000138,0.000141,0.000197,0.000606,0.000177,-3.906218,-0.284872,-74.997848,0.000000,5.840683,-2.424850
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.450000,5,8,0.000173,-0.000606,0.000630,0.000135,0.000141,0.000195,0.000606,0.000173,-3.961047,-0.593417,-77.279294,0.000000,5.769598,-2.518792
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.325000,5,8,0.000170,-0.000605,0.000629,0.000131,0.000141,0.000192,0.000605,0.000170,-4.054989,-0.911155,-79.569411,0.000000,5.701933,-2.571938
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.200000,5,8,0.000167,-0.000605,0.000627,0.000128,0.000141,0.000190,0.000605,0.000167,-4.189140,-1.236749,-81.866493,0.000000,5.637364,-2.588417
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.200000,5,9,0.000167,-0.000605,0.000627,0.000128,0.000141,0.000190,0.000605,0.000167,-4.189140,-1.232871,-81.867339,0.000000,5.637320,-2.588410
Phase_4,Excavate to +17.2 [Phase_4],0.000000,14.075000,5,9,0.000164,-0.000604,0.000626,0.000125,0.000140,0.000188,0.000604,0.000164,-4.363613,-1.558151,-84.172230,0.000000,5.575319,-2.564208
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.950000,5,9,0.000161,-0.000603,0.000625,0.000121,0.000140,0.000186,0.000603,0.000161,-4.578321,-1.874304,-86.486171,0.000000,5.515486,-2.501805
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.825000,5,9,0.000158,-0.000603,0.000623,0.000118,0.000140,0.000183,0.000603,0.000158,-4.831858,-2.179904,-88.807479,0.000000,5.457431,-2.395357
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.700000,5,9,0.000156,-0.000602,0.000622,0.000115,0.000140,0.000181,0.000602,0.000156,-5.122775,-2.473528,-91.134472,0.000000,5.400359,-2.246314
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.700000,5,10,0.000156,-0.000602,0.000622,0.000115,0.000140,0.000181,0.000602,0.000156,-5.122775,-2.468650,-91.135619,0.000000,5.400380,-2.246326
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.575000,5,10,0.000153,-0.000602,0.000621,0.000112,0.000140,0.000179,0.000602,0.000153,-5.448652,-2.741457,-93.469528,0.000000,5.342894,-2.047540
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.450000,5,10,0.000150,-0.000601,0.000620,0.000110,0.000140,0.000178,0.000601,0.000150,-5.806781,-2.981112,-95.812496,0.000000,5.284621,-1.798274
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.325000,5,10,0.000147,-0.000600,0.000618,0.000107,0.000140,0.000176,0.000600,0.000147,-6.192646,-3.185783,-98.162960,0.000000,5.222936,-1.487739
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.200000,5,10,0.000145,-0.000600,0.000617,0.000104,0.000139,0.000174,0.000600,0.000145,-6.601671,-3.353638,-100.519359,0.000000,5.157189,-1.113880
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.200000,5,11,0.000145,-0.000600,0.000617,0.000104,0.000139,0.000174,0.000600,0.000145,-6.601671,-3.345534,-100.521340,0.000000,5.157722,-1.113984
Phase_4,Excavate to +17.2 [Phase_4],0.000000,13.075000,5,11,0.000142,-0.000599,0.000616,0.000102,0.000139,0.000172,0.000599,0.000142,-7.027906,-3.464473,-102.886124,0.000000,5.076366,-0.660523
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.950000,5,11,0.000140,-0.000599,0.000615,0.000099,0.000139,0.000171,0.000599,0.000140,-7.464834,-3.511876,-105.264555,0.000000,4.989331,-0.121319
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.825000,5,11,0.000137,-0.000598,0.000613,0.000097,0.000139,0.000169,0.000598,0.000137,-7.902964,-3.484508,-107.655796,0.000000,4.871369,0.535939
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.700000,5,11,0.000135,-0.000597,0.000612,0.000095,0.000139,0.000168,0.000597,0.000135,-8.332688,-3.379134,-110.059013,0.000000,4.645932,1.337966
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.700000,5,12,0.000135,-0.000597,0.000612,0.000095,0.000139,0.000168,0.000597,0.000135,-8.332688,-3.361116,-110.057506,0.000000,10.739361,3.083821
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.575000,5,12,0.000133,-0.000596,0.000611,0.000092,0.000139,0.000167,0.000596,0.000133,-8.730355,-3.000720,-111.761063,0.000000,10.278930,2.966561
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.450000,5,12,0.000131,-0.000596,0.000610,0.000090,0.000139,0.000165,0.000596,0.000131,-9.082112,-2.621664,-113.500656,0.000000,9.997906,3.057007
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.325000,5,12,0.000129,-0.000595,0.000609,0.000088,0.000138,0.000164,0.000595,0.000129,-9.384928,-2.218716,-115.274792,0.000000,9.726173,3.348875
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.200000,5,12,0.000127,-0.000594,0.000608,0.000087,0.000138,0.000163,0.000594,0.000127,-9.635557,-1.786644,-117.081980,0.000000,9.291380,3.864701
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.200000,5,13,0.000127,-0.000594,0.000608,0.000087,0.000138,0.000163,0.000594,0.000127,-9.635557,-1.751755,-117.050343,0.000000,26.759175,11.130339
Phase_4,Excavate to +17.2 [Phase_4],0.000000,12.062500,5,13,0.000125,-0.000593,0.000606,0.000085,0.000138,0.000162,0.000593,0.000125,-9.781214,-0.404770,-116.841730,0.000000,25.283026,9.019053
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.925000,5,13,0.000123,-0.000592,0.000605,0.000083,0.000138,0.000161,0.000592,0.000123,-9.756854,0.724650,-116.715267,0.000000,24.606663,7.344447
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.787500,5,13,0.000122,-0.000592,0.000604,0.000082,0.000138,0.000160,0.000592,0.000122,-9.591463,1.645074,-116.662637,0.000000,24.208982,5.978785
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.650000,5,13,0.000120,-0.000591,0.000603,0.000080,0.000138,0.000159,0.000591,0.000120,-9.313621,2.365072,-116.675521,0.000000,23.895014,4.955619
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.650000,5,14,0.000120,-0.000591,0.000603,0.000080,0.000138,0.000159,0.000591,0.000120,-9.313621,2.381442,-116.666960,0.000000,23.895014,4.955619
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.562500,5,14,0.000120,-0.000590,0.000602,0.000079,0.000137,0.000159,0.000590,0.000120,-9.086650,2.799224,-116.687210,0.000000,23.782309,4.484811
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.475000,5,14,0.000119,-0.000590,0.000602,0.000079,0.000137,0.000158,0.000590,0.000119,-8.825236,3.165985,-116.714543,0.000000,23.691944,3.891036
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.387500,5,14,0.000118,-0.000589,0.000601,0.000078,0.000137,0.000158,0.000589,0.000118,-8.533953,3.482021,-116.748282,0.000000,23.635888,3.325238
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.300000,5,14,0.000117,-0.000589,0.000600,0.000077,0.000137,0.000157,0.000589,0.000117,-8.217361,3.747626,-116.787747,0.000000,23.599350,2.816466
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.300000,5,15,0.000117,-0.000589,0.000600,0.000077,0.000137,0.000157,0.000589,0.000117,-8.217361,3.753544,-116.785608,0.000000,23.599350,2.816466
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.175000,5,15,0.000117,-0.000588,0.000599,0.000076,0.000137,0.000157,0.000588,0.000117,-7.728492,4.058493,-116.846150,0.000000,23.571519,2.168475
Phase_4,Excavate to +17.2 [Phase_4],0.000000,11.050000,5,15,0.000116,-0.000587,0.000599,0.000075,0.000137,0.000156,0.000587,0.000116,-7.205599,4.294832,-116.906160,0.000000,23.569600,1.597708
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.925000,5,15,0.000115,-0.000586,0.000598,0.000075,0.000136,0.000156,0.000586,0.000115,-6.657315,4.464429,-116.964961,0.000000,23.590846,1.100471
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.800000,5,15,0.000115,-0.000586,0.000597,0.000074,0.000136,0.000155,0.000586,0.000115,-6.092189,4.569150,-117.021880,0.000000,23.632049,0.662370
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.800000,5,16,0.000115,-0.000586,0.000597,0.000074,0.000136,0.000155,0.000586,0.000115,-6.092189,4.574865,-117.020034,0.000000,23.632049,0.662370
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.675000,5,16,0.000114,-0.000585,0.000596,0.000074,0.000136,0.000155,0.000585,0.000114,-5.516592,4.629920,-117.070186,0.000000,23.691504,0.281412
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.550000,5,16,0.000114,-0.000584,0.000595,0.000073,0.000136,0.000154,0.000584,0.000114,-4.936394,4.644734,-117.110511,0.000000,23.766049,-0.053366
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.425000,5,16,0.000113,-0.000583,0.000594,0.000073,0.000136,0.000154,0.000583,0.000113,-4.356763,4.620561,-117.140568,0.000000,23.855806,-0.342461
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.300000,5,16,0.000113,-0.000583,0.000593,0.000072,0.000135,0.000154,0.000583,0.000113,-3.782816,4.558653,-117.159916,0.000000,23.958392,-0.594847
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.300000,5,17,0.000113,-0.000583,0.000593,0.000072,0.000135,0.000154,0.000583,0.000113,-3.782816,4.561633,-117.158832,0.000000,23.958392,-0.594847
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.192857,5,17,0.000113,-0.000582,0.000593,0.000072,0.000135,0.000153,0.000582,0.000113,-3.298059,4.486291,-117.164337,0.000000,24.056474,-0.782528
Phase_4,Excavate to +17.2 [Phase_4],0.000000,10.085714,5,17,0.000112,-0.000581,0.000592,0.000072,0.000135,0.000153,0.000581,0.000112,-2.822089,4.393777,-117.158126,0.000000,24.163337,-0.948215
Phase_4,Excavate to +17.2 [Phase_4],0.000000,9.978571,5,17,0.000112,-0.000581,0.000591,0.000071,0.000135,0.000153,0.000581,0.000112,-2.356910,4.284668,-117.140004,0.000000,24.278822,-1.092335
