Phase,PhaseIdent,X(m),Y(m),MaterialId,Ux(m),Uy(m),Utot(m),PUx(m),PUy(m),PUt(m),U1(m),U2(m),M2D(kNm/m),Q2D(kN/m),Nx2D(kN/m),Nz2D(kN/m),Tskin(kN/m),Tlat(kN/m)
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,93.319740,1,-0.020722,0.013839,0.024918,-0.003981,-0.001196,0.004157,-0.013839,-0.020722,160.778668,13.330135,-528.362920,0.000000,0.000000,0.042483
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,92.841633,1,-0.019503,0.013975,0.023993,-0.003756,-0.001194,0.003941,-0.013975,-0.019503,167.312445,14.150491,-530.364610,0.000000,0.000000,2.549902
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,92.363526,1,-0.018569,0.014019,0.023267,-0.003534,-0.001192,0.003730,-0.014019,-0.018569,174.440350,15.782854,-533.023576,0.000000,0.000000,4.349872
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,91.885418,1,-0.017647,0.013816,0.022413,-0.003317,-0.001191,0.003524,-0.013816,-0.017647,182.530656,18.186987,-536.846968,0.000000,-4.870900,5.778689
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,91.407311,1,-0.017084,0.013694,0.021895,-0.003105,-0.001189,0.003325,-0.013694,-0.017084,191.946093,21.322650,-542.341939,0.000000,-3.051765,7.458385
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,91.407311,1,-0.017084,0.013694,0.021895,-0.003105,-0.001189,0.003325,-0.013694,-0.017084,191.946093,22.727520,-541.185439,0.000000,-4.083836,7.737321
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,90.890492,1,-0.001594,0.002294,0.002793,-0.002882,-0.001187,0.003117,-0.002294,-0.001594,203.425874,21.277204,-547.127085,0.000000,-6.223749,-4.621020
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,90.373672,1,-0.000488,0.002171,0.002225,-0.002667,-0.001185,0.002918,-0.002171,-0.000488,213.567992,17.762395,-552.854854,0.000000,-5.728206,-9.846694
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,89.856853,1,0.000476,0.001080,0.001180,-0.002461,-0.001183,0.002731,-0.001080,0.000476,221.520655,12.683158,-558.394508,0.000000,-5.495701,-10.675738
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,89.340033,1,0.001522,-0.000088,0.001524,-0.002265,-0.001181,0.002554,0.000088,0.001522,226.510113,6.539558,-563.771812,0.000000,-5.336950,-10.467338
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,89.340033,1,0.001522,-0.000088,0.001524,-0.002265,-0.001181,0.002554,0.000088,0.001522,226.510113,6.965168,-563.788349,0.000000,-6.218049,-11.677391
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,88.817498,1,0.002330,-0.000747,0.002447,-0.002077,-0.001179,0.002389,0.000747,0.002330,228.592999,1.106791,-569.663467,0.000000,-6.043820,-10.620797
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,88.294962,1,0.002856,-0.001455,0.003205,-0.001901,-0.001177,0.002236,0.001455,0.002856,227.772191,-4.138075,-575.414837,0.000000,-5.828872,-9.472790
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,87.772427,1,0.003306,-0.002121,0.003928,-0.001737,-0.001175,0.002097,0.002121,0.003306,224.377151,-8.752593,-581.026438,0.000000,-5.508796,-8.207882
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,87.249891,1,0.003665,-0.002792,0.004608,-0.001584,-0.001172,0.001971,0.002792,0.003665,218.739176,-12.719925,-586.482248,0.000000,-5.037332,-6.845460
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,87.249891,1,0.003665,-0.002792,0.004608,-0.001584,-0.001172,0.001971,0.002792,0.003665,218.739176,-12.711231,-586.421614,0.000000,-5.072528,-6.909042
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,86.721576,1,0.003988,-0.003438,0.005266,-0.001441,-0.001170,0.001856,0.003438,0.003988,211.130997,-15.983484,-591.690147,0.000000,-4.520868,-5.557460
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,86.193262,1,0.004131,-0.004142,0.005850,-0.001310,-0.001167,0.001754,0.004142,0.004131,201.969607,-18.578573,-596.570364,0.000000,-3.826140,-4.246118
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,85.664947,1,0.004076,-0.004925,0.006393,-0.001191,-0.001164,0.001665,0.004925,0.004076,191.613345,-20.505771,-601.039819,0.000000,-2.965711,-3.028798
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,85.136632,1,0.003812,-0.005781,0.006925,-0.001082,-0.001161,0.001587,0.005781,0.003812,180.418662,-21.774347,-605.076068,0.000000,-1.946129,-1.935084
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,85.136632,1,0.003812,-0.005781,0.006925,-0.001082,-0.001161,0.001587,0.005781,0.003812,180.418662,-21.834302,-605.008493,0.000000,-1.944078,-1.934040
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,84.602474,1,0.003364,-0.006678,0.007477,-0.000983,-0.001158,0.001518,0.006678,0.003364,168.545799,-22.561765,-608.498700,0.000000,-0.764632,-0.997451
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,84.068316,1,0.002814,-0.007520,0.008029,-0.000893,-0.001154,0.001460,0.007520,0.002814,156.386515,-22.893304,-611.256035,0.000000,0.571051,-0.215075
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,83.534158,1,0.002219,-0.008256,0.008549,-0.000813,-0.001151,0.001410,0.008256,0.002219,144.150314,-22.845812,-613.262353,0.000000,2.047633,0.421878
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,83.000000,1,0.001644,-0.008861,0.009012,-0.000742,-0.001148,0.001367,0.008861,0.001644,132.043923,-22.436179,-614.499515,0.000000,3.659329,0.973527
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,83.000000,1,0.001644,-0.008861,0.009012,-0.000742,-0.001148,0.001367,0.008861,0.001644,132.043923,-22.477080,-614.428313,0.000000,3.659906,0.973730
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,82.458333,1,0.001140,-0.009337,0.009407,-0.000679,-0.001144,0.001330,0.009337,0.001140,120.048056,-21.789095,-614.787918,0.000000,5.419568,1.454206
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,81.916667,1,0.000742,-0.009688,0.009716,-0.000622,-0.001141,0.001299,0.009688,0.000742,108.476501,-20.897034,-614.068220,0.000000,7.350684,1.859962
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,81.375000,1,0.000474,-0.009923,0.009934,-0.000573,-0.001137,0.001273,0.009923,0.000474,97.438773,-19.814334,-612.244836,0.000000,9.495156,2.158179
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,80.833333,1,0.000369,-0.010041,0.010048,-0.000530,-0.001133,0.001251,0.010041,0.000369,87.042347,-18.554434,-609.293385,0.000000,11.821367,2.345670
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,80.833333,1,0.000369,-0.010041,0.010048,-0.000530,-0.001133,0.001251,0.010041,0.000369,87.042347,-18.594261,-609.238013,0.000000,11.908417,2.360684
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,80.291667,1,0.000415,-0.010071,0.010079,-0.000492,-0.001130,0.001232,0.010071,0.000415,77.334275,-17.252160,-604.870748,0.000000,14.449080,2.502671
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,79.750000,1,0.000504,-0.010063,0.010076,-0.000459,-0.001126,0.001216,0.010063,0.000504,68.358504,-15.879969,-599.090909,0.000000,17.027604,2.577593
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,79.208333,1,0.000589,-0.010047,0.010064,-0.000429,-0.001122,0.001202,0.010047,0.000589,60.130644,-14.487580,-591.894167,0.000000,19.681294,2.577256
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,78.666667,1,0.000666,-0.010023,0.010046,-0.000404,-0.001119,0.001189,0.010023,0.000666,52.664918,-13.084885,-583.276189,0.000000,22.421013,2.503476
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,78.666667,1,0.000666,-0.010023,0.010046,-0.000404,-0.001119,0.001189,0.010023,0.000666,52.664918,-13.110400,-583.236776,0.000000,22.410227,2.502433
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,78.125000,1,0.000733,-0.009991,0.010018,-0.000381,-0.001115,0.001178,0.009991,0.000733,45.930638,-11.776021,-573.124289,0.000000,25.202488,2.369680
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,77.583333,1,0.000792,-0.009952,0.009983,-0.000361,-0.001111,0.001168,0.009952,0.000792,39.889788,-10.542149,-561.441604,0.000000,28.064025,2.191344
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,77.041667,1,0.000843,-0.009905,0.009941,-0.000343,-0.001108,0.001160,0.009905,0.000843,34.488383,-9.413312,-548.188505,0.000000,31.001567,1.981814
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,76.500000,1,0.000885,-0.009852,0.009891,-0.000327,-0.001104,0.001152,0.009852,0.000885,29.671898,-8.394040,-533.364779,0.000000,34.020045,1.756339
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,76.500000,1,0.000885,-0.009852,0.009891,-0.000327,-0.001104,0.001152,0.009852,0.000885,29.671898,-8.395388,-533.314546,0.000000,34.019935,1.756381
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,75.958333,1,0.000920,-0.009793,0.009836,-0.000313,-0.001101,0.001144,0.009793,0.000920,25.370114,-7.511438,-516.850026,0.000000,37.109966,1.525121
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,75.416667,1,0.000950,-0.009729,0.009775,-0.000299,-0.001097,0.001137,0.009729,0.000950,21.513474,-6.744403,-498.623288,0.000000,40.304243,1.301905
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,74.875000,1,0.000974,-0.009661,0.009710,-0.000286,-0.001094,0.001131,0.009661,0.000974,18.041288,-6.092076,-478.633259,0.000000,43.621286,1.101535
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,74.333333,1,0.000995,-0.009589,0.009640,-0.000274,-0.001091,0.001125,0.009589,0.000995,14.893357,-5.552252,-456.878867,0.000000,47.079124,0.934536
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,74.333333,1,0.000995,-0.009589,0.009640,-0.000274,-0.001091,0.001125,0.009589,0.000995,14.893357,-5.530867,-456.811897,0.000000,47.082281,0.934826
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,73.791667,1,0.001012,-0.009513,0.009567,-0.000263,-0.001088,0.001120,0.009513,0.001012,12.021563,-5.079815,-433.123330,0.000000,50.735513,0.817405
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,73.250000,1,0.001026,-0.009435,0.009491,-0.000252,-0.001086,0.001115,0.009435,0.001026,9.386424,-4.648805,-407.358299,0.000000,54.519517,0.758949
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,72.708333,1,0.001038,-0.009355,0.009412,-0.000242,-0.001083,0.001110,0.009355,0.001038,6.982113,-4.229330,-379.529377,0.000000,58.356860,0.774806
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,72.166667,1,0.001049,-0.009273,0.009332,-0.000231,-0.001081,0.001105,0.009273,0.001049,4.804286,-3.812887,-349.649138,0.000000,62.249256,0.972167
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,72.166667,1,0.001049,-0.009273,0.009332,-0.000231,-0.001081,0.001105,0.009273,0.001049,4.804286,-3.730952,-350.652977,0.000000,61.893855,0.967321
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,71.625000,1,0.001058,-0.009189,0.009249,-0.000221,-0.001079,0.001101,0.009189,0.001058,2.908852,-3.210281,-316.662451,0.000000,67.373189,1.224052
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,71.083333,1,0.001067,-0.009103,0.009165,-0.000210,-0.001077,0.001097,0.009103,0.001067,1.382799,-2.386859,-282.578825,0.000000,71.217128,1.895262
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,70.541667,1,0.001076,-0.009016,0.009080,-0.000200,-0.001075,0.001093,0.009016,0.001076,0.368377,-1.309159,-249.990910,0.000000,61.849964,2.163029
Phase_16,Backfill to 100.05mATD [Phase_16],-19.000000,70.000000,1,0.001086,-0.008929,0.008994,-0.000190,-0.001073,0.001090,0.008929,0.001086,0.000000,-0.025652,-220.487517,0.000000,28.600771,2.718449
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,96.000000,1,-0.025314,0.011390,0.027758,-0.001292,-0.000224,0.001312,-0.011390,-0.025314,-0.000000,286.268404,-366.559902,0.000000,0.000000,0.000000
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.850000,1,-0.025240,0.011396,0.027693,-0.001272,-0.000224,0.001291,-0.011396,-0.025240,43.796923,290.180762,-393.359740,0.000000,-217.209087,-139.878356
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.700000,1,-0.025199,0.011419,0.027666,-0.001251,-0.000224,0.001271,-0.011419,-0.025199,84.639990,245.381565,-433.557575,0.000000,-313.520791,-440.236832
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.550000,1,-0.025202,0.011468,0.027689,-0.001231,-0.000224,0.001251,-0.011468,-0.025202,114.856179,149.110158,-486.280598,0.000000,-384.229733,-826.249051
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.400000,1,-0.025359,0.011559,0.027869,-0.001211,-0.000224,0.001231,-0.011559,-0.025359,126.642795,-1.394112,-550.655999,0.000000,46.911722,-144.585526
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.400000,1,-0.025359,0.011559,0.027869,-0.001211,-0.000224,0.001231,-0.011559,-0.025359,126.642795,47.518752,-526.843046,0.000000,0.000000,-0.135287
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.318623,1,-0.025451,0.011618,0.027977,-0.001200,-0.000224,0.001220,-0.011618,-0.025451,130.446004,45.939519,-527.255996,0.000000,0.000000,-20.280054
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.237246,1,-0.025497,0.011684,0.028047,-0.001189,-0.000224,0.001210,-0.011684,-0.025497,134.115058,44.201471,-527.669221,0.000000,0.000000,-22.922771
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.155869,1,-0.025539,0.011758,0.028116,-0.001178,-0.000224,0.001199,-0.011758,-0.025539,137.638567,42.350588,-528.082467,0.000000,0.000000,-23.053509
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.074492,1,-0.025576,0.011841,0.028184,-0.001167,-0.000224,0.001188,-0.011841,-0.025576,141.006232,40.432849,-528.495480,0.000000,0.000000,-23.471103
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,95.074492,1,-0.025576,0.011841,0.028184,-0.001167,-0.000224,0.001188,-0.011841,-0.025576,141.006232,40.454926,-528.495660,0.000000,0.000000,-23.471103
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,94.987367,1,-0.025404,0.011924,0.028063,-0.001155,-0.000224,0.001177,-0.011924,-0.025404,144.440782,38.413963,-528.937689,0.000000,0.000000,-23.076973
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,94.900243,1,-0.025226,0.012005,0.027937,-0.001144,-0.000224,0.001165,-0.012005,-0.025226,147.701512,36.432949,-529.380041,0.000000,0.000000,-22.423714
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,94.813118,1,-0.025054,0.012085,0.027816,-0.001132,-0.000224,0.001154,-0.012085,-0.025054,150.792561,34.516691,-529.822404,0.000000,0.000000,-21.590293
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,94.725993,1,-0.024883,0.012170,0.027699,-0.001121,-0.000224,0.001143,-0.012170,-0.024883,153.718139,32.669997,-530.264468,0.000000,0.000000,-20.606548
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,94.725993,1,-0.024883,0.012170,0.027699,-0.001121,-0.000224,0.001143,-0.012170,-0.024883,153.718139,32.742110,-530.265022,0.000000,0.000000,-20.606548
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,94.374430,1,-0.024158,0.012546,0.027221,-0.001075,-0.000223,0.001098,-0.012546,-0.024158,164.027878,26.247631,-532.048792,0.000000,0.000000,-15.740807
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,94.022866,1,-0.023383,0.012922,0.026715,-0.001029,-0.000223,0.001053,-0.012922,-0.023383,172.400140,21.686931,-533.833810,0.000000,0.000000,-10.123921
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,93.671303,1,-0.022552,0.013274,0.026168,-0.000984,-0.000223,0.001009,-0.013274,-0.022552,179.503370,19.032875,-535.618819,0.000000,0.000000,-4.892963
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,93.319740,1,-0.021662,0.013617,0.025587,-0.000940,-0.000223,0.000966,-0.013617,-0.021662,186.002690,18.258328,-537.402563,0.000000,0.000000,-0.465572
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,93.319740,1,-0.021662,0.013617,0.025587,-0.000940,-0.000223,0.000966,-0.013617,-0.021662,186.002690,18.026730,-537.638852,0.000000,0.000000,-0.377338
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,92.841633,1,-0.020384,0.013753,0.024590,-0.000882,-0.000222,0.000909,-0.013753,-0.020384,194.765530,18.837480,-539.658595,0.000000,0.000000,2.897044
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,92.363526,1,-0.019394,0.013797,0.023801,-0.000824,-0.000222,0.000854,-0.013797,-0.019394,204.201529,20.808612,-542.307158,0.000000,0.000000,5.405701
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,91.885418,1,-0.018416,0.013595,0.022890,-0.000769,-0.000222,0.000800,-0.013595,-0.018416,214.847128,23.906691,-546.069552,0.000000,-4.658398,7.611765
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,91.407311,1,-0.017799,0.013472,0.022323,-0.000715,-0.000221,0.000748,-0.013472,-0.017799,227.234295,28.098287,-551.430788,0.000000,-2.573616,10.355987
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,91.407311,1,-0.017799,0.013472,0.022323,-0.000715,-0.000221,0.000748,-0.013472,-0.017799,227.234295,29.899577,-550.249741,0.000000,-3.572174,10.837809
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,90.890492,1,-0.002253,0.002073,0.003061,-0.000659,-0.000221,0.000695,-0.002073,-0.002253,242.481970,28.523187,-556.019331,0.000000,-6.030807,-5.221988
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,90.373672,1,-0.001093,0.001951,0.002236,-0.000605,-0.000221,0.000644,-0.001951,-0.001093,256.197865,24.251573,-561.723973,0.000000,-5.851027,-12.457374
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,89.856853,1,-0.000078,0.000860,0.000863,-0.000554,-0.000220,0.000596,-0.000860,-0.000078,267.170801,17.747819,-567.378295,0.000000,-5.836055,-13.860913
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,89.340033,1,0.001016,-0.000308,0.001062,-0.000506,-0.000220,0.000551,0.000308,0.001016,274.293140,9.675010,-572.996924,0.000000,-5.761564,-13.597995
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,89.340033,1,0.001016,-0.000308,0.001062,-0.000506,-0.000220,0.000551,0.000308,0.001016,274.293140,10.274206,-572.982082,0.000000,-6.697346,-15.210226
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,88.817498,1,0.001870,-0.000966,0.002105,-0.000460,-0.000220,0.000510,0.000966,0.001870,277.644406,2.685278,-579.140580,0.000000,-6.619299,-13.746015
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,88.294962,1,0.002437,-0.001674,0.002957,-0.000418,-0.000219,0.000472,0.001674,0.002437,277.238466,-4.095163,-585.212663,0.000000,-6.493125,-12.225753
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,87.772427,1,0.002927,-0.002340,0.003747,-0.000380,-0.000219,0.000438,0.002340,0.002927,273.507736,-10.048105,-591.174851,0.000000,-6.198629,-10.578426
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,87.249891,1,0.003321,-0.003011,0.004483,-0.000344,-0.000218,0.000408,0.003011,0.003321,266.886575,-15.154536,-597.003662,0.000000,-5.707041,-8.829037
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,87.249891,1,0.003321,-0.003011,0.004483,-0.000344,-0.000218,0.000408,0.003011,0.003321,266.886575,-15.150115,-596.929644,0.000000,-5.746181,-8.904262
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,86.721576,1,0.003676,-0.003657,0.005185,-0.000312,-0.000218,0.000380,0.003657,0.003676,257.732244,-19.368471,-602.554530,0.000000,-5.180614,-7.176568
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,86.193262,1,0.003849,-0.004360,0.005816,-0.000282,-0.000218,0.000356,0.004360,0.003849,246.572435,-22.726960,-607.775771,0.000000,-4.458690,-5.511487
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,85.664947,1,0.003820,-0.005142,0.006406,-0.000256,-0.000217,0.000336,0.005142,0.003820,233.862007,-25.237248,-612.569758,0.000000,-3.563014,-3.965250
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,85.136632,1,0.003580,-0.005997,0.006985,-0.000232,-0.000217,0.000318,0.005997,0.003580,220.053437,-26.910999,-616.912880,0.000000,-2.504517,-2.577115
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,85.136632,1,0.003580,-0.005997,0.006985,-0.000232,-0.000217,0.000318,0.005997,0.003580,220.053437,-26.986198,-616.845047,0.000000,-2.502375,-2.575966
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,84.602474,1,0.003153,-0.006894,0.007581,-0.000211,-0.000216,0.000302,0.006894,0.003153,205.354462,-27.974443,-620.622202,0.000000,-1.285195,-1.381192
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,84.068316,1,0.002622,-0.007736,0.008168,-0.000192,-0.000216,0.000289,0.007736,0.002622,190.259066,-28.453657,-623.648495,0.000000,0.085472,-0.377735
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,83.534158,1,0.002043,-0.008471,0.008714,-0.000176,-0.000215,0.000278,0.008471,0.002043,175.036852,-28.444480,-625.906002,0.000000,1.593617,0.447644
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,83.000000,1,0.001482,-0.009075,0.009196,-0.000161,-0.000215,0.000269,0.009075,0.001482,159.954024,-27.967553,-627.376797,0.000000,3.236533,1.165593
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,83.000000,1,0.001482,-0.009075,0.009196,-0.000161,-0.000215,0.000269,0.009075,0.001482,159.954024,-28.019148,-627.303856,0.000000,3.236887,1.165899
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,82.458333,1,0.000991,-0.009552,0.009603,-0.000149,-0.000214,0.000261,0.009552,0.000991,144.995037,-27.179231,-627.885507,0.000000,5.035130,1.791823
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,81.916667,1,0.000604,-0.009901,0.009920,-0.000138,-0.000214,0.000254,0.009901,0.000604,130.558795,-26.072265,-627.360715,0.000000,7.013290,2.320580
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,81.375000,1,0.000345,-0.010136,0.010142,-0.000129,-0.000213,0.000249,0.010136,0.000345,116.788755,-24.714828,-625.703580,0.000000,9.216546,2.716739
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,80.833333,1,0.000248,-0.010254,0.010257,-0.000120,-0.000213,0.000244,0.010254,0.000248,103.825859,-23.123500,-622.888201,0.000000,11.613001,2.978791
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,80.833333,1,0.000248,-0.010254,0.010257,-0.000120,-0.000213,0.000244,0.010254,0.000248,103.825859,-23.173861,-622.828565,0.000000,11.698917,2.997246
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,80.291667,1,0.000301,-0.010283,0.010287,-0.000113,-0.000212,0.000241,0.010283,0.000301,91.736848,-21.462455,-618.556458,0.000000,14.317491,3.198184
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,79.750000,1,0.000397,-0.010275,0.010283,-0.000107,-0.000212,0.000237,0.010275,0.000397,80.583906,-19.705064,-612.824310,0.000000,16.981749,3.308947
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,79.208333,1,0.000487,-0.010258,0.010269,-0.000102,-0.000211,0.000235,0.010258,0.000487,70.390694,-17.914805,-605.626957,0.000000,19.728069,3.319557
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,78.666667,1,0.000568,-0.010234,0.010250,-0.000098,-0.000211,0.000232,0.010234,0.000568,61.179023,-16.104795,-596.959233,0.000000,22.565725,3.236223
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,78.666667,1,0.000568,-0.010234,0.010250,-0.000098,-0.000211,0.000232,0.010234,0.000568,61.179023,-16.137861,-596.918198,0.000000,22.554891,3.234935
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,78.125000,1,0.000640,-0.010201,0.010221,-0.000094,-0.000210,0.000230,0.010201,0.000640,52.912788,-14.409974,-586.700853,0.000000,25.447058,3.073543
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,77.583333,1,0.000702,-0.010161,0.010185,-0.000090,-0.000209,0.000228,0.010161,0.000702,45.546210,-12.806694,-574.858151,0.000000,28.409927,2.853288
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,77.041667,1,0.000756,-0.010114,0.010142,-0.000087,-0.000209,0.000226,0.010114,0.000756,39.012082,-11.334084,-561.389897,0.000000,31.449749,2.591018
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,76.500000,1,0.000801,-0.010060,0.010092,-0.000084,-0.000208,0.000225,0.010060,0.000801,33.242466,-9.998207,-546.295895,0.000000,34.571292,2.306489
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,76.500000,1,0.000801,-0.010060,0.010092,-0.000084,-0.000208,0.000225,0.010060,0.000801,33.242466,-10.001109,-546.244990,0.000000,34.571208,2.306557
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,75.958333,1,0.000839,-0.010001,0.010036,-0.000081,-0.000208,0.000223,0.010001,0.000839,28.148664,-8.836408,-529.454524,0.000000,37.764942,2.011946
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,75.416667,1,0.000871,-0.009936,0.009974,-0.000079,-0.000207,0.000222,0.009936,0.000871,23.642520,-7.822867,-510.844350,0.000000,41.064277,1.724741
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,74.875000,1,0.000898,-0.009868,0.009908,-0.000077,-0.000207,0.000221,0.009868,0.000898,19.645059,-6.958247,-490.413453,0.000000,44.488346,1.462026
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,74.333333,1,0.000920,-0.009795,0.009838,-0.000074,-0.000207,0.000219,0.009795,0.000920,16.077842,-6.240307,-468.160815,0.000000,48.056169,1.236274
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,74.333333,1,0.000920,-0.009795,0.009838,-0.000074,-0.000207,0.000219,0.009795,0.000920,16.077842,-6.216620,-468.092711,0.000000,48.059568,1.236639
Phase_31,Apply Construction Surcharge [Phase_31],-19.000000,73.791667,1,0.000939,-0.009719,0.009765,-0.000072,-0.000206,0.000218,0.009719,0.000939,12.875462,-5.619100,-443.844155,0.000000,51.828540,1.065805
