Phase,PhaseIdent,X(m),Y(m),MaterialID,ElementID,Ux(m),Uy(m),Utot(m),PUx(m),PUy(m),PUt(m),U1(m),U2(m),M2D(kNm/m),Q2D(kN/m),Nx2D(kN/m),Nz2D(kN/m)
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,105.025000,5,13,-0.036397,-0.029597,0.046912,0.001733,0.000614,0.001839,-0.029597,0.036397,-100.569422,-72.375244,-112.862570,-22.572514
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,105.050000,5,13,-0.036417,-0.029597,0.046927,0.001725,0.000614,0.001830,-0.029597,0.036417,-102.380061,-72.435468,-112.522098,-22.504420
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,105.075000,5,13,-0.036435,-0.029596,0.046941,0.001716,0.000614,0.001822,-0.029596,0.036435,-104.191741,-72.460786,-112.196810,-22.439362
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,105.100000,5,13,-0.036451,-0.029596,0.046953,0.001707,0.000614,0.001814,-0.029596,0.036451,-106.002716,-72.441623,-111.891089,-22.378218
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,105.100000,3,18,-0.036871,0.010971,0.038469,0.001822,-0.000126,0.001827,-0.010971,-0.036871,-165.331963,177.932672,-125.630889,-25.126178
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,104.870275,3,18,-0.036695,0.010974,0.038301,0.001987,-0.000126,0.001991,-0.010974,-0.036695,-126.178905,163.007622,-128.069441,-25.613888
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,104.640550,3,18,-0.036486,0.010976,0.038102,0.002179,-0.000126,0.002182,-0.010976,-0.036486,-90.440228,148.072042,-130.509768,-26.101954
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,104.410825,3,18,-0.036255,0.010979,0.037881,0.002389,-0.000126,0.002392,-0.010979,-0.036255,-58.131463,133.136464,-132.950150,-26.590030
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,104.181100,3,18,-0.036008,0.010982,0.037646,0.002609,-0.000125,0.002612,-0.010982,-0.036008,-29.268524,118.211417,-135.388870,-27.077774
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,104.181100,3,19,-0.036008,0.010982,0.037646,0.002609,-0.000125,0.002612,-0.010982,-0.036008,-29.268524,118.204563,-135.389984,-27.077997
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,103.976856,3,19,-0.035783,0.010984,0.037431,0.002807,-0.000125,0.002810,-0.010984,-0.035783,-6.485691,104.935018,-137.558273,-27.511655
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,103.772612,3,19,-0.035558,0.010987,0.037216,0.003003,-0.000125,0.003006,-0.010987,-0.035558,13.594430,91.656113,-139.728083,-27.945617
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,103.568368,3,19,-0.035335,0.010990,0.037005,0.003193,-0.000125,0.003195,-0.010990,-0.035335,30.963339,78.377210,-141.897877,-28.379575
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,103.364125,3,19,-0.035120,0.010992,0.036800,0.003372,-0.000125,0.003374,-0.010992,-0.035120,45.612232,65.107672,-144.066121,-28.813224
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,103.364125,3,20,-0.035120,0.010992,0.036800,0.003372,-0.000125,0.003374,-0.010992,-0.035120,45.612232,65.101577,-144.067094,-28.813419
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,103.182536,3,20,-0.034937,0.010995,0.036626,0.003520,-0.000125,0.003523,-0.010995,-0.034937,56.360833,53.303911,-145.994767,-29.198953
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,103.000947,3,20,-0.034764,0.010998,0.036462,0.003657,-0.000125,0.003659,-0.010998,-0.034764,64.969689,41.497923,-147.923698,-29.584740
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,102.819358,3,20,-0.034602,0.011001,0.036308,0.003780,-0.000124,0.003782,-0.011001,-0.034602,71.435437,29.691937,-149.852520,-29.970504
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,102.637769,3,20,-0.034452,0.011003,0.036167,0.003888,-0.000124,0.003890,-0.011003,-0.034452,75.754474,17.894277,-151.779870,-30.355974
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,102.637769,3,21,-0.034452,0.011003,0.036167,0.003888,-0.000124,0.003890,-0.011003,-0.034452,75.754474,17.888858,-151.780738,-30.356148
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,102.476322,3,21,-0.034330,0.011006,0.036051,0.003972,-0.000124,0.003974,-0.011006,-0.034330,77.795807,7.399808,-153.494173,-30.698835
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,102.314876,3,21,-0.034218,0.011009,0.035945,0.004043,-0.000124,0.004045,-0.011009,-0.034218,78.142770,-3.096642,-155.208664,-31.041733
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,102.153429,3,21,-0.034117,0.011011,0.035850,0.004101,-0.000124,0.004103,-0.011011,-0.034117,76.795690,-13.593089,-156.923000,-31.384600
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.991982,3,21,-0.034026,0.011014,0.035764,0.004147,-0.000124,0.004149,-0.011014,-0.034026,73.754703,-24.082134,-158.635967,-31.727193
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.991982,3,22,-0.034026,0.011014,0.035764,0.004147,-0.000124,0.004149,-0.011014,-0.034026,73.754703,-24.086952,-158.636743,-31.727349
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.848443,3,22,-0.033954,0.011017,0.035696,0.004178,-0.000124,0.004180,-0.011017,-0.033954,69.629275,-33.412542,-160.159547,-32.031909
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.704904,3,22,-0.033889,0.011019,0.035636,0.004199,-0.000124,0.004201,-0.011019,-0.033889,64.161861,-42.744710,-161.683256,-32.336651
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.561365,3,22,-0.033831,0.011022,0.035581,0.004212,-0.000124,0.004214,-0.011022,-0.033831,57.355371,-52.076877,-163.206794,-32.641359
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.417826,3,22,-0.033780,0.011025,0.035533,0.004216,-0.000123,0.004218,-0.011025,-0.033780,49.212567,-61.402462,-164.729084,-32.945817
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.417826,3,23,-0.033780,0.011025,0.035533,0.004216,-0.000123,0.004218,-0.011025,-0.033780,49.212567,-61.406746,-164.729775,-32.945955
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.290208,3,23,-0.033738,0.011027,0.035495,0.004214,-0.000123,0.004215,-0.011027,-0.033738,40.849132,-69.697929,-166.083048,-33.216610
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.162591,3,23,-0.033700,0.011030,0.035460,0.004206,-0.000123,0.004208,-0.011030,-0.033700,31.422549,-77.994961,-167.437109,-33.487422
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,101.034973,3,23,-0.033665,0.011032,0.035427,0.004193,-0.000123,0.004195,-0.011032,-0.033665,20.937479,-86.291992,-168.791003,-33.758201
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.907356,3,23,-0.033632,0.011035,0.035396,0.004177,-0.000123,0.004179,-0.011035,-0.033632,9.398463,-94.583173,-170.143772,-34.028754
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.907356,3,24,-0.033632,0.011035,0.035396,0.004177,-0.000123,0.004179,-0.011035,-0.033632,9.398463,-94.610245,-170.144388,-34.028878
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.793893,3,24,-0.033604,0.011037,0.035370,0.004160,-0.000123,0.004161,-0.011037,-0.033604,-1.748573,-101.945689,-171.346953,-34.269391
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.680431,3,24,-0.033575,0.011040,0.035344,0.004140,-0.000123,0.004142,-0.011040,-0.033575,-13.738355,-109.339703,-172.550212,-34.510042
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.566969,3,24,-0.033546,0.011042,0.035317,0.004120,-0.000123,0.004122,-0.011042,-0.033546,-26.566203,-116.735601,-173.753313,-34.750663
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.453507,3,24,-0.033515,0.011045,0.035288,0.004099,-0.000123,0.004101,-0.011045,-0.033515,-40.225756,-124.076697,-174.955408,-34.991082
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.453507,3,25,-0.033515,0.011045,0.035288,0.004099,-0.000123,0.004101,-0.011045,-0.033515,-40.225756,-124.100040,-174.955952,-34.991190
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.352630,3,25,-0.033486,0.011047,0.035261,0.004081,-0.000123,0.004083,-0.011047,-0.033486,-53.072002,-130.653899,-176.024567,-35.204913
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.251754,3,25,-0.033454,0.011050,0.035232,0.004064,-0.000123,0.004066,-0.011050,-0.033454,-66.586058,-137.212383,-177.093779,-35.418756
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.150877,3,25,-0.033418,0.011053,0.035199,0.004048,-0.000123,0.004050,-0.011053,-0.033418,-80.761487,-143.770868,-178.162831,-35.632566
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.050000,3,25,-0.033378,0.011134,0.035186,0.004034,-0.000123,0.004036,-0.011134,-0.033378,-95.591930,-150.324728,-179.230966,-35.846193
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,100.050000,4,26,-0.023457,-0.021280,0.031671,0.004007,0.000042,0.004008,-0.021280,0.023457,24.450544,-11.569304,-178.952384,-35.790477
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,100.246997,4,26,-0.022988,-0.021282,0.031327,0.003968,0.000042,0.003968,-0.021282,0.022988,22.171953,-11.569304,-176.835671,-35.367134
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,100.443994,4,26,-0.022762,-0.021285,0.031163,0.003916,0.000043,0.003916,-0.021285,0.022762,19.892308,-11.569304,-174.717464,-34.943493
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,100.640991,4,26,-0.022757,-0.021287,0.031161,0.003852,0.000043,0.003852,-0.021287,0.022757,17.612663,-11.569304,-172.599257,-34.519851
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,100.837988,4,26,-0.022954,-0.021289,0.031307,0.003777,0.000044,0.003778,-0.021289,0.022954,15.334072,-11.569304,-170.482543,-34.096509
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,100.837988,4,27,-0.022954,-0.021289,0.031307,0.003777,0.000044,0.003778,-0.021289,0.022954,15.334072,-11.569304,-170.481501,-34.096300
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,101.040167,4,27,-0.023343,-0.021291,0.031595,0.003691,0.000044,0.003692,-0.021291,0.023343,12.995537,-11.569304,-168.309102,-33.661820
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,101.242347,4,27,-0.023901,-0.021294,0.032011,0.003596,0.000045,0.003597,-0.021294,0.023901,10.655921,-11.569304,-166.135171,-33.227034
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,101.444526,4,27,-0.024604,-0.021296,0.032540,0.003494,0.000045,0.003494,-0.021296,0.024604,8.316305,-11.569304,-163.961239,-32.792248
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,101.646706,4,27,-0.025429,-0.021298,0.033170,0.003386,0.000045,0.003386,-0.021298,0.025429,5.977770,-11.569304,-161.788841,-32.357768
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,101.646706,4,28,-0.025429,-0.021298,0.033170,0.003386,0.000045,0.003386,-0.021298,0.025429,5.977770,-11.569304,-161.787770,-32.357554
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,101.854204,4,28,-0.026381,-0.021300,0.033907,0.003269,0.000046,0.003269,-0.021300,0.026381,3.577715,-11.569304,-159.558222,-31.911644
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,102.061702,4,28,-0.027415,-0.021302,0.034719,0.003148,0.000046,0.003149,-0.021302,0.027415,1.176550,-11.569304,-157.327100,-31.465420
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,102.269200,4,28,-0.028506,-0.021305,0.035588,0.003025,0.000047,0.003025,-0.021305,0.028506,-1.224616,-11.569304,-155.095978,-31.019196
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,102.476699,4,28,-0.029631,-0.021307,0.036496,0.002900,0.000047,0.002900,-0.021307,0.029631,-3.624671,-11.569304,-152.866430,-30.573286
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,102.476699,4,29,-0.029631,-0.021307,0.036496,0.002900,0.000047,0.002900,-0.021307,0.029631,-3.624671,-11.569304,-152.865331,-30.573066
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,102.689656,4,29,-0.030794,-0.021309,0.037448,0.002772,0.000048,0.002772,-0.021309,0.030794,-6.087866,-11.569304,-150.577129,-30.115426
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,102.902613,4,29,-0.031941,-0.021311,0.038398,0.002645,0.000048,0.002646,-0.021311,0.031941,-8.552199,-11.569304,-148.287313,-29.657463
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,103.115570,4,29,-0.033046,-0.021313,0.039322,0.002521,0.000048,0.002522,-0.021313,0.033046,-11.016532,-11.569304,-145.997496,-29.199499
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,103.328527,4,29,-0.034081,-0.021315,0.040197,0.002401,0.000049,0.002402,-0.021315,0.034081,-13.479727,-11.569304,-143.709294,-28.741859
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,103.328527,4,30,-0.034081,-0.021315,0.040197,0.002401,0.000049,0.002402,-0.021315,0.034081,-13.479727,-11.569304,-143.708166,-28.741633
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,103.547086,4,30,-0.035044,-0.021317,0.041019,0.002284,0.000049,0.002284,-0.021317,0.035044,-16.007722,-11.569304,-141.359768,-28.271954
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,103.765645,4,30,-0.035879,-0.021319,0.041735,0.002174,0.000050,0.002175,-0.021319,0.035879,-18.536885,-11.569304,-139.009712,-27.801942
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,103.984205,4,30,-0.036558,-0.021321,0.042321,0.002073,0.000050,0.002074,-0.021321,0.036558,-21.066048,-11.569304,-136.659657,-27.331931
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,104.202764,4,30,-0.037051,-0.021323,0.042749,0.001983,0.000051,0.001983,-0.021323,0.037051,-23.594043,-11.569304,-134.311258,-26.862252
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,104.202764,4,31,-0.037051,-0.021323,0.042749,0.001983,0.000051,0.001983,-0.021323,0.037051,-23.594043,-11.569304,-134.310101,-26.862020
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,104.427073,4,31,-0.037336,-0.021325,0.042996,0.001902,0.000051,0.001903,-0.021325,0.037336,-26.188543,-11.569304,-131.899922,-26.379984
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,104.651382,4,31,-0.037365,-0.021327,0.043023,0.001836,0.000052,0.001837,-0.021327,0.037365,-28.784242,-11.569304,-129.488043,-25.897609
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,104.875691,4,31,-0.037108,-0.021329,0.042801,0.001786,0.000052,0.001787,-0.021329,0.037108,-31.379941,-11.569304,-127.076164,-25.415233
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-13.135000,105.100000,4,31,-0.036535,-0.021330,0.042306,0.001754,0.000052,0.001754,-0.021330,0.036535,-33.974440,-11.569304,-124.665985,-24.933197
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,100.050000,5,32,-0.023878,-0.029697,0.038106,0.004000,0.000610,0.004046,-0.029697,0.023878,17.570769,70.701068,-211.984489,-42.396898
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,100.263231,5,32,-0.023502,-0.029693,0.037869,0.003938,0.000610,0.003984,-0.029693,0.023502,30.738574,53.683280,-205.188478,-41.037696
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,100.476463,5,32,-0.023322,-0.029690,0.037754,0.003866,0.000610,0.003914,-0.029690,0.023322,40.774359,40.886822,-199.807338,-39.961468
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,100.689694,5,32,-0.023321,-0.029686,0.037751,0.003786,0.000610,0.003835,-0.029686,0.023321,48.417383,31.441801,-195.516860,-39.103372
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,100.902925,5,32,-0.023483,-0.029682,0.037848,0.003700,0.000610,0.003750,-0.029682,0.023483,54.349594,24.478322,-191.992830,-38.398566
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,100.902925,5,33,-0.023483,-0.029682,0.037848,0.003700,0.000610,0.003750,-0.029682,0.023483,54.349594,24.545424,-191.771907,-38.354381
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,101.096054,5,33,-0.023755,-0.029679,0.038015,0.003616,0.000610,0.003667,-0.029679,0.023755,58.320588,16.604603,-187.842653,-37.568531
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,101.289182,5,33,-0.024134,-0.029675,0.038250,0.003528,0.000611,0.003581,-0.029675,0.024134,60.766718,8.714787,-183.863040,-36.772608
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,101.482311,5,33,-0.024607,-0.029672,0.038547,0.003437,0.000611,0.003491,-0.029672,0.024607,61.686583,0.810472,-179.794511,-35.958902
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,101.675439,5,33,-0.025163,-0.029668,0.038902,0.003343,0.000611,0.003398,-0.029668,0.025163,61.074427,-7.173845,-175.598510,-35.119702
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,101.675439,5,34,-0.025163,-0.029668,0.038902,0.003343,0.000611,0.003398,-0.029668,0.025163,61.074427,-7.050916,-175.640563,-35.128113
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,101.850361,5,34,-0.025729,-0.029665,0.039268,0.003256,0.000611,0.003313,-0.029665,0.025729,59.275459,-13.413760,-172.110939,-34.422188
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,102.025282,5,34,-0.026344,-0.029661,0.039671,0.003167,0.000611,0.003225,-0.029661,0.026344,56.414281,-19.231980,-168.629485,-33.725897
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,102.200203,5,34,-0.026999,-0.029658,0.040107,0.003077,0.000611,0.003137,-0.029658,0.026999,52.570754,-24.621045,-165.170755,-33.034151
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,102.375124,5,34,-0.027688,-0.029654,0.040571,0.002986,0.000611,0.003048,-0.029654,0.027688,47.818262,-29.696422,-161.709309,-32.341862
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,102.375124,5,35,-0.027688,-0.029654,0.040571,0.002986,0.000611,0.003048,-0.029654,0.027688,47.818262,-29.702165,-161.693222,-32.338644
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,102.533554,5,35,-0.028332,-0.029651,0.041011,0.002904,0.000612,0.002967,-0.029651,0.028332,42.796391,-33.648173,-158.710818,-31.742164
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,102.691985,5,35,-0.028990,-0.029648,0.041466,0.002821,0.000612,0.002887,-0.029648,0.028990,37.165703,-37.452778,-155.694478,-31.138896
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,102.850415,5,35,-0.029656,-0.029645,0.041932,0.002738,0.000612,0.002806,-0.029645,0.029656,30.922388,-41.332347,-152.552957,-30.510591
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.008845,5,35,-0.030322,-0.029641,0.042404,0.002656,0.000612,0.002726,-0.029641,0.030322,24.051987,-45.503252,-149.195010,-29.839002
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.008845,5,36,-0.030322,-0.029641,0.042404,0.002656,0.000612,0.002726,-0.029641,0.030322,24.051987,-45.462212,-149.208917,-29.841783
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.152339,5,36,-0.030923,-0.029638,0.042833,0.002582,0.000612,0.002653,-0.029638,0.030923,17.268493,-49.021502,-146.178624,-29.235725
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.295833,5,36,-0.031515,-0.029635,0.043260,0.002508,0.000612,0.002582,-0.029635,0.031515,10.005890,-52.116546,-143.251531,-28.650306
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.439327,5,36,-0.032094,-0.029632,0.043682,0.002436,0.000612,0.002511,-0.029632,0.032094,2.327872,-54.800352,-140.404093,-28.080819
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.582821,5,36,-0.032656,-0.029629,0.044095,0.002364,0.000612,0.002442,-0.029629,0.032656,-5.704320,-57.125924,-137.612763,-27.522553
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.582821,5,37,-0.032656,-0.029629,0.044095,0.002364,0.000612,0.002442,-0.029629,0.032656,-5.704320,-56.990121,-137.679079,-27.535816
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.712787,5,37,-0.033147,-0.029627,0.044457,0.002300,0.000613,0.002380,-0.029627,0.033147,-13.238772,-58.911064,-135.210738,-27.042148
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.842753,5,37,-0.033617,-0.029624,0.044807,0.002237,0.000613,0.002319,-0.029624,0.033617,-21.003722,-60.542515,-132.866905,-26.573381
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,103.972719,5,37,-0.034063,-0.029621,0.045141,0.002175,0.000613,0.002259,-0.029621,0.034063,-28.972578,-62.017913,-130.591120,-26.118224
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.102685,5,37,-0.034482,-0.029618,0.045456,0.002114,0.000613,0.002201,-0.029618,0.034482,-37.124096,-63.470700,-128.326919,-25.665384
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.102685,5,38,-0.034482,-0.029618,0.045456,0.002114,0.000613,0.002201,-0.029618,0.034482,-37.124096,-63.508698,-128.309557,-25.661911
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.220398,5,38,-0.034836,-0.029615,0.045723,0.002060,0.000613,0.002150,-0.029615,0.034836,-44.691737,-65.099274,-126.138801,-25.227760
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.338111,5,38,-0.035162,-0.029613,0.045970,0.002008,0.000613,0.002100,-0.029613,0.035162,-52.449096,-66.654352,-123.982661,-24.796532
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.455824,5,38,-0.035458,-0.029610,0.046196,0.001957,0.000613,0.002051,-0.029610,0.035458,-60.384759,-68.138052,-121.857747,-24.371549
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.573537,5,38,-0.035722,-0.029608,0.046397,0.001908,0.000613,0.002004,-0.029608,0.035722,-68.486083,-69.514491,-119.780670,-23.956134
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.573537,5,39,-0.035722,-0.029608,0.046397,0.001908,0.000613,0.002004,-0.029608,0.035722,-68.486083,-69.566722,-119.757159,-23.951432
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.680153,5,39,-0.035932,-0.029605,0.046557,0.001864,0.000613,0.001962,-0.029605,0.035932,-75.938520,-70.275127,-118.110481,-23.622096
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.786769,5,39,-0.036112,-0.029603,0.046695,0.001822,0.000614,0.001923,-0.029603,0.036112,-83.471861,-71.002724,-116.454044,-23.290809
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,104.893384,5,39,-0.036260,-0.029600,0.046808,0.001781,0.000614,0.001884,-0.029600,0.036260,-91.081447,-71.714180,-114.804215,-22.960843
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-10.000000,105.000000,5,39,-0.036375,-0.029598,0.046895,0.001742,0.000614,0.001847,-0.029598,0.036375,-98.761496,-72.374160,-113.177361,-22.635472
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.475000,100.050000,2,42,-0.033378,0.011134,0.035186,0.004034,-0.000123,0.004036,-0.033378,0.011134,-95.591930,179.276318,-150.345867,-30.069173
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.384375,100.050000,2,42,-0.033283,0.010978,0.035047,0.004033,-0.000131,0.004036,-0.033283,0.010978,-79.282275,180.675719,-150.209937,-30.041987
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.293750,100.050000,2,42,-0.033235,0.010953,0.034994,0.004033,-0.000139,0.004035,-0.033235,0.010953,-62.854542,181.755579,-149.933964,-29.986793
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.203125,100.050000,2,42,-0.033171,0.011004,0.034948,0.004032,-0.000146,0.004035,-0.033171,0.011004,-46.338388,182.606090,-149.558157,-29.911631
Phase_39,Apply Ship Impact to ATC Wall (65kPa) [Phase_39],-18.112500,100.050000,2,42,-0.033105,0.011080,0.034910,0.004032,-0.000153,0.004035,-0.033105,0.011080,-29.760952,183.317440,-149.122724,-29.824545
