Phase,PhaseIdent,X(m),Y(m),MaterialID,ElementID,Ux(m),Uy(m),Utot(m),PUx(m),PUy(m),PUt(m),U1(m),U2(m),M2D(kNm/m),Q2D(kN/m),Nx2D(kN/m),Nz2D(kN/m)
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-14.737000,105.100000,6,4,-0.026484,-0.011741,0.028970,0.011926,0.000562,0.011939,0.026484,0.011741,35.127044,105.051964,-1783.983005,-356.796601
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-15.004000,105.100000,6,4,-0.026472,-0.009869,0.028252,0.011958,0.000463,0.011967,0.026472,0.009869,61.579018,93.042945,-1783.547517,-356.709503
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-15.271000,105.100000,6,4,-0.026461,-0.007933,0.027625,0.011989,0.000362,0.011995,0.026461,0.007933,84.814616,81.051902,-1783.079295,-356.615859
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-15.271000,105.100000,6,5,-0.026461,-0.007933,0.027625,0.011989,0.000362,0.011995,0.026461,0.007933,84.814616,81.045766,-1783.077900,-356.615580
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-15.538000,105.100000,6,5,-0.026449,-0.005958,0.027112,0.012021,0.000261,0.012024,0.026449,0.005958,104.848975,69.052665,-1782.598136,-356.519627
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-15.805000,105.100000,6,5,-0.026438,-0.003967,0.026734,0.012053,0.000163,0.012054,0.026438,0.003967,121.685619,57.036533,-1782.079743,-356.415949
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-16.072000,105.100000,6,5,-0.026426,-0.001986,0.026501,0.012085,0.000070,0.012085,0.026426,0.001986,135.311208,44.994378,-1781.516893,-356.303379
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-16.339000,105.100000,6,5,-0.026415,-0.000040,0.026415,0.012116,-0.000016,0.012116,0.026415,0.000040,145.711108,32.923210,-1780.903758,-356.180752
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-16.339000,105.100000,6,6,-0.026415,-0.000040,0.026415,0.012116,-0.000016,0.012116,0.026415,0.000040,145.711108,32.913006,-1780.868513,-356.173703
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-16.606000,105.100000,6,6,-0.026404,0.001845,0.026468,0.012148,-0.000091,0.012148,0.026404,-0.001845,152.879854,20.783220,-1780.179100,-356.035820
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-16.873000,105.100000,6,6,-0.026392,0.003642,0.026642,0.012180,-0.000154,0.012181,0.026392,-0.003642,156.799477,8.549581,-1779.280778,-355.856156
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-17.140000,105.100000,6,6,-0.026381,0.005323,0.026912,0.012211,-0.000202,0.012213,0.026381,-0.005323,157.434180,-3.821274,-1778.145607,-355.629121
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-17.407000,105.100000,6,6,-0.026369,0.006859,0.027247,0.012243,-0.000233,0.012245,0.026369,-0.006859,154.744376,-16.362708,-1776.745646,-355.349129
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-17.407000,105.100000,6,7,-0.026369,0.006859,0.027247,0.012243,-0.000233,0.012245,0.026369,-0.006859,154.744376,-16.529846,-1776.746886,-355.349377
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-17.674000,105.100000,6,7,-0.026358,0.008221,0.027610,0.012275,-0.000244,0.012277,0.026358,-0.008221,148.679662,-29.232288,-1774.782948,-354.956590
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-17.941000,105.100000,6,7,-0.026347,0.009379,0.027966,0.012306,-0.000233,0.012308,0.026347,-0.009379,139.048197,-42.695748,-1772.356802,-354.471360
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.208000,105.100000,6,7,-0.026335,0.010303,0.028279,0.012338,-0.000198,0.012339,0.026335,-0.010303,125.907242,-55.795207,-1769.660649,-353.932130
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,105.100000,6,7,-0.026324,0.010961,0.028515,0.012369,-0.000136,0.012370,0.026324,-0.010961,109.404451,-67.405645,-1766.886685,-353.377337
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,105.100000,6,8,-0.026782,-0.028983,0.039463,0.011376,0.001226,0.011442,0.026782,0.028983,-306.404410,196.090113,-1674.223163,-334.844633
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.099605,105.100000,6,8,-0.026775,-0.028952,0.039435,0.011387,0.001252,0.011456,0.026775,0.028952,-287.041541,192.523079,-1674.641412,-334.928282
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.199210,105.100000,6,8,-0.026767,-0.028895,0.039388,0.011398,0.001275,0.011470,0.026767,0.028895,-268.089028,187.944558,-1675.183792,-335.036758
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.298815,105.100000,6,8,-0.026760,-0.028814,0.039324,0.011410,0.001292,0.011483,0.026760,0.028814,-249.606563,182.942413,-1675.797352,-335.159470
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.398419,105.100000,6,8,-0.026753,-0.028709,0.039242,0.011421,0.001306,0.011496,0.026753,0.028709,-231.636150,178.104509,-1676.429142,-335.285828
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.398419,105.100000,6,9,-0.026753,-0.028709,0.039242,0.011421,0.001306,0.011496,0.026753,0.028709,-231.636150,178.072752,-1676.394950,-335.278990
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.520778,105.100000,6,9,-0.026744,-0.028550,0.039120,0.011435,0.001318,0.011511,0.026744,0.028550,-210.209779,172.235613,-1676.974091,-335.394818
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.643137,105.100000,6,9,-0.026735,-0.028358,0.038974,0.011449,0.001325,0.011526,0.026735,0.028358,-189.485977,166.430961,-1677.447465,-335.489493
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.765496,105.100000,6,9,-0.026726,-0.028136,0.038806,0.011463,0.001327,0.011540,0.026726,0.028136,-169.470772,160.651973,-1677.820261,-335.564052
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.887854,105.100000,6,9,-0.026717,-0.027884,0.038618,0.011477,0.001324,0.011554,0.026717,0.027884,-150.170680,154.891828,-1678.097666,-335.619533
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.887854,105.100000,6,10,-0.026717,-0.027884,0.038618,0.011477,0.001324,0.011554,0.026717,0.027884,-150.170680,154.890313,-1678.110873,-335.622175
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-11.038165,105.100000,6,10,-0.026706,-0.027538,0.038361,0.011495,0.001316,0.011570,0.026706,0.027538,-127.423263,147.858209,-1678.367961,-335.673592
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-11.188475,105.100000,6,10,-0.026695,-0.027154,0.038079,0.011512,0.001302,0.011585,0.026695,0.027154,-105.719367,140.874584,-1678.550594,-335.710119
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-11.338785,105.100000,6,10,-0.026684,-0.026736,0.037774,0.011529,0.001283,0.011600,0.026684,0.026736,-85.061139,133.940869,-1678.662713,-335.732543
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-11.489096,105.100000,6,10,-0.026673,-0.026288,0.037450,0.011546,0.001260,0.011615,0.026673,0.026288,-65.451002,127.058493,-1678.708258,-335.741652
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-11.489096,105.100000,6,11,-0.026673,-0.026288,0.037450,0.011546,0.001260,0.011615,0.026673,0.026288,-65.451002,127.053281,-1678.722123,-335.744425
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-11.673743,105.100000,6,11,-0.026660,-0.025699,0.037030,0.011568,0.001228,0.011633,0.026660,0.025699,-42.772084,118.653959,-1678.719123,-335.743825
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-11.858391,105.100000,6,11,-0.026646,-0.025077,0.036591,0.011589,0.001193,0.011650,0.026646,0.025077,-21.630325,110.302807,-1678.692198,-335.738440
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-12.043038,105.100000,6,11,-0.026633,-0.024427,0.036138,0.011610,0.001156,0.011667,0.026633,0.024427,-2.025073,102.005700,-1678.647060,-335.729412
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-12.227686,105.100000,6,11,-0.026619,-0.023756,0.035678,0.011631,0.001118,0.011685,0.026619,0.023756,16.044150,93.768512,-1678.589424,-335.717885
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-12.227686,105.100000,6,12,-0.026619,-0.023756,0.035678,0.011631,0.001118,0.011685,0.026619,0.023756,16.044150,93.768579,-1678.600942,-335.720188
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-12.454514,105.100000,6,12,-0.026603,-0.022915,0.035112,0.011657,0.001073,0.011706,0.026603,0.022915,36.166848,83.718633,-1678.564110,-335.712822
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-12.681343,105.100000,6,12,-0.026586,-0.022069,0.034552,0.011683,0.001031,0.011729,0.026586,0.022069,54.029442,73.745643,-1678.584747,-335.716949
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-12.908171,105.100000,6,12,-0.026570,-0.021230,0.034010,0.011709,0.000996,0.011752,0.026570,0.021230,69.631486,63.794798,-1678.660437,-335.732087
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,105.100000,6,12,-0.026553,-0.020414,0.033493,0.011735,0.000969,0.011775,0.026553,0.020414,82.968008,53.811288,-1678.788759,-335.757752
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,105.000000,5,13,-0.026776,-0.028985,0.039460,0.011341,0.001226,0.011407,-0.028985,0.026776,-286.897149,-193.391319,-196.462933,-39.292587
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,105.025000,5,13,-0.026780,-0.028985,0.039462,0.011350,0.001226,0.011416,-0.028985,0.026780,-291.741201,-194.225612,-196.195843,-39.239169
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,105.050000,5,13,-0.026782,-0.028984,0.039464,0.011359,0.001226,0.011425,-0.028984,0.026782,-296.608535,-195.070409,-195.934053,-39.186811
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,105.075000,5,13,-0.026783,-0.028984,0.039464,0.011367,0.001226,0.011433,-0.028984,0.026783,-301.497003,-195.918513,-195.681054,-39.136211
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,105.100000,5,13,-0.026782,-0.028983,0.039463,0.011376,0.001226,0.011442,-0.028983,0.026782,-306.404410,-196.762724,-195.440335,-39.088067
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,105.100000,3,18,-0.026324,0.010961,0.028515,0.012369,-0.000136,0.012370,-0.010961,-0.026324,109.404451,-56.100969,-80.419712,-16.083942
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,104.870275,3,18,-0.026399,0.010963,0.028584,0.012283,-0.000137,0.012284,-0.010963,-0.026399,96.490088,-56.330838,-82.852306,-16.570461
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,104.640550,3,18,-0.026499,0.010964,0.028678,0.012166,-0.000138,0.012167,-0.010964,-0.026499,83.533335,-56.435300,-85.286230,-17.057246
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,104.410825,3,18,-0.026621,0.010966,0.028791,0.012022,-0.000138,0.012023,-0.010966,-0.026621,70.561570,-56.452482,-87.719844,-17.543969
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,104.181100,3,18,-0.026762,0.010968,0.028923,0.011855,-0.000139,0.011856,-0.010968,-0.026762,57.599500,-56.420507,-90.151503,-18.030301
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,104.181100,3,19,-0.026762,0.010968,0.028923,0.011855,-0.000139,0.011856,-0.010968,-0.026762,57.599500,-56.438935,-90.152222,-18.030444
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,103.976856,3,19,-0.026900,0.010970,0.029051,0.011690,-0.000139,0.011691,-0.010970,-0.026900,46.074881,-56.438760,-92.311075,-18.462215
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,103.772612,3,19,-0.027048,0.010972,0.029189,0.011513,-0.000140,0.011513,-0.010972,-0.027048,34.544974,-56.438543,-94.471451,-18.894290
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,103.568368,3,19,-0.027203,0.010974,0.029334,0.011324,-0.000140,0.011325,-0.010974,-0.027203,23.015116,-56.438286,-96.631828,-19.326366
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,103.364125,3,19,-0.027363,0.010976,0.029483,0.011128,-0.000141,0.011129,-0.010976,-0.027363,11.490642,-56.437987,-98.790681,-19.758136
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,103.364125,3,20,-0.027363,0.010976,0.029483,0.011128,-0.000141,0.011129,-0.010976,-0.027363,11.490642,-56.437987,-98.791673,-19.758335
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,103.182536,3,20,-0.027508,0.010978,0.029618,0.010950,-0.000142,0.010951,-0.010978,-0.027508,1.244528,-56.437685,-100.711064,-20.142213
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,103.000947,3,20,-0.027652,0.010980,0.029753,0.010768,-0.000142,0.010769,-0.010980,-0.027652,-9.006265,-56.437350,-102.631809,-20.526362
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,102.819358,3,20,-0.027796,0.010982,0.029887,0.010586,-0.000143,0.010587,-0.010982,-0.027796,-19.256995,-56.436982,-104.552555,-20.910511
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,102.637769,3,20,-0.027936,0.010985,0.030018,0.010405,-0.000143,0.010406,-0.010985,-0.027936,-29.502917,-56.436581,-106.471946,-21.294389
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,102.637769,3,21,-0.027936,0.010985,0.030018,0.010405,-0.000143,0.010406,-0.010985,-0.027936,-29.502917,-56.436581,-106.472827,-21.294565
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,102.476322,3,21,-0.028056,0.010987,0.030130,0.010245,-0.000143,0.010246,-0.010987,-0.028056,-38.612290,-56.436197,-108.179318,-21.635864
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,102.314876,3,21,-0.028171,0.010989,0.030239,0.010089,-0.000144,0.010090,-0.010989,-0.028171,-47.725809,-56.435787,-109.887012,-21.977402
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,102.153429,3,21,-0.028281,0.010991,0.030341,0.009937,-0.000144,0.009939,-0.010991,-0.028281,-56.839261,-56.435353,-111.594707,-22.318941
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.991982,3,21,-0.028382,0.010993,0.030437,0.009791,-0.000145,0.009792,-0.010993,-0.028382,-65.948429,-56.434895,-113.301197,-22.660239
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.991982,3,22,-0.028382,0.010993,0.030437,0.009791,-0.000145,0.009792,-0.010993,-0.028382,-65.948429,-56.434896,-113.301981,-22.660396
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.848443,3,22,-0.028466,0.010995,0.030516,0.009666,-0.000145,0.009667,-0.010995,-0.028466,-74.047137,-56.434469,-114.819186,-22.963837
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.704904,3,22,-0.028542,0.010998,0.030587,0.009547,-0.000146,0.009548,-0.010998,-0.028542,-82.149526,-56.434024,-116.337461,-23.267492
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.561365,3,22,-0.028609,0.011000,0.030651,0.009434,-0.000146,0.009435,-0.011000,-0.028609,-90.251850,-56.433562,-117.855736,-23.571147
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.417826,3,22,-0.028667,0.011002,0.030706,0.009329,-0.000146,0.009330,-0.011002,-0.028667,-98.350363,-56.433084,-119.372941,-23.874588
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.417826,3,23,-0.028667,0.011002,0.030706,0.009329,-0.000146,0.009330,-0.011002,-0.028667,-98.350363,-56.433084,-119.373638,-23.874728
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.290208,3,23,-0.028710,0.011004,0.030747,0.009242,-0.000147,0.009243,-0.011004,-0.028710,-105.550523,-56.432646,-120.722553,-24.144511
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.162591,3,23,-0.028745,0.011006,0.030780,0.009162,-0.000147,0.009163,-0.011006,-0.028745,-112.753954,-56.432195,-122.072419,-24.414484
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,101.034973,3,23,-0.028770,0.011008,0.030804,0.009089,-0.000147,0.009090,-0.011008,-0.028770,-119.957328,-56.431734,-123.422286,-24.684457
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.907356,3,23,-0.028786,0.011010,0.030819,0.009024,-0.000148,0.009025,-0.011010,-0.028786,-127.157313,-56.431261,-124.771201,-24.954240
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.907356,3,24,-0.028786,0.011010,0.030819,0.009024,-0.000148,0.009025,-0.011010,-0.028786,-127.157313,-56.454526,-124.771821,-24.954364
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.793893,3,24,-0.028791,0.011012,0.030825,0.008973,-0.000148,0.008974,-0.011012,-0.028791,-133.558207,-56.418026,-125.971113,-25.194223
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.680431,3,24,-0.028787,0.011014,0.030823,0.008928,-0.000148,0.008930,-0.011014,-0.028787,-139.962281,-56.434887,-127.171251,-25.434250
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.566969,3,24,-0.028775,0.011017,0.030812,0.008891,-0.000149,0.008893,-0.011017,-0.028775,-146.367679,-56.453627,-128.371389,-25.674278
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.453507,3,24,-0.028753,0.011019,0.030792,0.008862,-0.000149,0.008863,-0.011019,-0.028753,-152.770765,-56.422759,-129.570681,-25.914136
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.453507,3,25,-0.028753,0.011019,0.030792,0.008862,-0.000149,0.008863,-0.011019,-0.028753,-152.770765,-56.442716,-129.571232,-25.914246
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.352630,3,25,-0.028725,0.011021,0.030767,0.008842,-0.000149,0.008843,-0.011021,-0.028725,-158.463188,-56.442311,-130.637497,-26.127499
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.251754,3,25,-0.028689,0.011023,0.030734,0.008829,-0.000150,0.008830,-0.011023,-0.028689,-164.158202,-56.441901,-131.704515,-26.340903
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.150877,3,25,-0.028644,0.011025,0.030693,0.008822,-0.000150,0.008823,-0.011025,-0.028644,-169.853174,-56.441488,-132.771532,-26.554306
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-18.475000,100.050000,3,25,-0.028590,0.011107,0.030672,0.008822,-0.000150,0.008823,-0.011107,-0.028590,-175.545473,-56.441071,-133.837797,-26.767559
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,100.050000,4,26,-0.018646,-0.020363,0.027611,0.008819,0.000959,0.008870,-0.020363,0.018646,262.371696,-106.285688,-178.633241,-35.726648
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,100.246997,4,26,-0.018142,-0.020366,0.027274,0.008814,0.000959,0.008866,-0.020366,0.018142,241.438575,-106.285688,-176.516528,-35.303306
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,100.443994,4,26,-0.017840,-0.020368,0.027076,0.008838,0.000959,0.008890,-0.020368,0.017840,220.495776,-106.285688,-174.398321,-34.879664
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,100.640991,4,26,-0.017722,-0.020370,0.027000,0.008887,0.000960,0.008939,-0.020370,0.017722,199.552978,-106.285688,-172.280114,-34.456023
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,100.837988,4,26,-0.017771,-0.020373,0.027034,0.008961,0.000960,0.009012,-0.020373,0.017771,178.619857,-106.285688,-170.163400,-34.032680
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,100.837988,4,27,-0.017771,-0.020373,0.027034,0.008961,0.000960,0.009012,-0.020373,0.017771,178.619857,-106.285688,-170.162358,-34.032472
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,101.040167,4,27,-0.017977,-0.020375,0.027172,0.009058,0.000961,0.009109,-0.020375,0.017977,157.136041,-106.285688,-167.989959,-33.597992
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,101.242347,4,27,-0.018323,-0.020377,0.027403,0.009175,0.000961,0.009225,-0.020377,0.018323,135.642293,-106.285688,-165.816028,-33.163206
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,101.444526,4,27,-0.018789,-0.020379,0.027719,0.009309,0.000962,0.009358,-0.020379,0.018789,114.148545,-106.285688,-163.642096,-32.728419
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,101.646706,4,27,-0.019357,-0.020382,0.028109,0.009458,0.000962,0.009507,-0.020382,0.019357,92.664729,-106.285688,-161.469698,-32.293940
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,101.646706,4,28,-0.019357,-0.020382,0.028109,0.009458,0.000962,0.009507,-0.020382,0.019357,92.664729,-106.285688,-161.468627,-32.293725
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,101.854204,4,28,-0.020027,-0.020384,0.028576,0.009623,0.000962,0.009671,-0.020384,0.020027,70.615732,-106.285688,-159.239079,-31.847816
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,102.061702,4,28,-0.020765,-0.020386,0.029099,0.009798,0.000963,0.009845,-0.020386,0.020765,48.556540,-106.285688,-157.007957,-31.401591
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,102.269200,4,28,-0.021551,-0.020388,0.029667,0.009980,0.000963,0.010027,-0.020388,0.021551,26.497349,-106.285688,-154.776835,-30.955367
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,102.476699,4,28,-0.022364,-0.020390,0.030264,0.010167,0.000964,0.010213,-0.020390,0.022364,4.448351,-106.285688,-152.547287,-30.509457
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,102.476699,4,29,-0.022364,-0.020390,0.030264,0.010167,0.000964,0.010213,-0.020390,0.022364,4.448351,-106.285688,-152.546188,-30.509238
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,102.689656,4,29,-0.023206,-0.020392,0.030893,0.010360,0.000964,0.010405,-0.020392,0.023206,-18.180697,-106.285688,-150.257986,-30.051597
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,102.902613,4,29,-0.024034,-0.020394,0.031521,0.010552,0.000965,0.010596,-0.020394,0.024034,-40.820207,-106.285688,-147.968170,-29.593634
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,103.115570,4,29,-0.024827,-0.020396,0.032131,0.010740,0.000965,0.010783,-0.020396,0.024827,-63.459717,-106.285688,-145.678353,-29.135671
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,103.328527,4,29,-0.025562,-0.020398,0.032703,0.010920,0.000965,0.010963,-0.020398,0.025562,-86.088765,-106.285688,-143.390151,-28.678030
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,103.328527,4,30,-0.025562,-0.020398,0.032703,0.010920,0.000965,0.010963,-0.020398,0.025562,-86.088765,-106.285688,-143.389023,-28.677805
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,103.547086,4,30,-0.026234,-0.020400,0.033232,0.011094,0.000966,0.011136,-0.020400,0.026234,-109.313123,-106.285688,-141.040625,-28.208125
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,103.765645,4,30,-0.026799,-0.020402,0.033682,0.011254,0.000966,0.011296,-0.020402,0.026799,-132.548218,-106.285688,-138.690569,-27.738114
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,103.984205,4,30,-0.027234,-0.020404,0.034030,0.011397,0.000967,0.011438,-0.020404,0.027234,-155.783313,-106.285688,-136.340514,-27.268103
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,104.202764,4,30,-0.027515,-0.020406,0.034256,0.011519,0.000967,0.011560,-0.020406,0.027515,-179.007671,-106.285688,-133.992115,-26.798423
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,104.202764,4,31,-0.027515,-0.020406,0.034256,0.011519,0.000967,0.011560,-0.020406,0.027515,-179.007671,-106.285688,-133.990958,-26.798192
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,104.427073,4,31,-0.027618,-0.020408,0.034340,0.011620,0.000968,0.011660,-0.020408,0.027618,-202.843000,-106.285688,-131.580779,-26.316156
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,104.651382,4,31,-0.027509,-0.020410,0.034254,0.011692,0.000968,0.011732,-0.020410,0.027509,-226.689349,-106.285688,-129.168900,-25.833780
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,104.875691,4,31,-0.027163,-0.020412,0.033977,0.011731,0.000969,0.011771,-0.020412,0.027163,-250.535697,-106.285688,-126.757021,-25.351404
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-13.135000,105.100000,4,31,-0.026553,-0.020414,0.033493,0.011735,0.000969,0.011775,-0.020414,0.026553,-274.371026,-106.285688,-124.346842,-24.869368
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,100.050000,5,32,-0.019064,-0.029061,0.034756,0.008814,0.001246,0.008902,-0.029061,0.019064,211.228963,18.590399,-280.139430,-56.027886
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,100.263231,5,32,-0.018617,-0.029058,0.034510,0.008823,0.001245,0.008911,-0.029058,0.018617,212.980127,-1.172357,-273.688204,-54.737641
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,100.476463,5,32,-0.018340,-0.029055,0.034359,0.008848,0.001244,0.008935,-0.029055,0.018340,211.091366,-15.991297,-268.693102,-53.738620
Phase_38,Apply Ship Impact to NRW (930kPa) [Phase_38],-10.000000,100.689694,5,32,-0.018218,-0.029052,0.034292,0.008889,0.001244,0.008976,-0.029052,0.018218,206.439597,-26.858392,-264.828100,-52.965620
